timestamp,subcarrier_index,csi_amplitude,csi_phase,rssi_dbm,label
2025-12-01 12:00:00,0,1.007271014069432,-0.15526378217850967,-47.59716433820093,normal
2025-12-01 12:00:00.050000,1,1.0702133003418057,0.03387096634144493,-45.913916813654424,normal
2025-12-01 12:00:00.100000,2,0.9818417260529988,-0.040466247014266266,-46.60158349093888,normal
2025-12-01 12:00:00.150000,3,0.801020998937807,-0.057571720527316295,-44.58885745077921,normal
2025-12-01 12:00:00.200000,4,1.3658313533501887,-0.05205052523360587,-48.032778040151,normal
2025-12-01 12:00:00.250000,5,0.8563459872816268,-0.160392502420172,-48.35489501904592,normal
2025-12-01 12:00:00.300000,6,1.2700020489267572,-0.18709553112545008,-42.52792779557718,normal
2025-12-01 12:00:00.350000,7,0.6402163167034898,0.07283455694151364,-46.258372175848436,normal
2025-12-01 12:00:00.400000,8,1.023172849146433,0.06772219805630941,-43.310720193150175,normal
2025-12-01 12:00:00.450000,9,0.9892997885702708,-0.22416036063412514,-45.64028378191202,normal
2025-12-01 12:00:00.500000,10,1.3082588003842721,0.028451148447828256,-43.68208689542904,normal
2025-12-01 12:00:00.550000,11,1.0761484653896802,-0.033557785813664864,-48.50458933202564,normal
2025-12-01 12:00:00.600000,12,0.9247579019655273,0.041725327432117876,-43.07149593640382,normal
2025-12-01 12:00:00.650000,13,1.1805723774454924,0.027624068392725576,-39.99092834216391,normal
2025-12-01 12:00:00.700000,14,1.0314114760105895,0.10370323776676216,-44.44107162723917,normal
2025-12-01 12:00:00.750000,15,1.2636682735611386,0.06615300447411698,-47.189241192311016,normal
2025-12-01 12:00:00.800000,16,0.9703430323038522,-0.17803954141942313,-43.91362003653321,normal
2025-12-01 12:00:00.850000,17,1.0153116878139825,0.11128391779997315,-43.83710529538186,normal
2025-12-01 12:00:00.900000,18,0.9824122949382875,-0.24865637771401605,-46.279489853012926,normal
2025-12-01 12:00:00.950000,19,0.8378139662897026,0.02182939722970101,-43.005639303651265,normal
2025-12-01 12:00:01,20,1.124224253889267,-0.11593105187472208,-46.01751219577254,normal
2025-12-01 12:00:01.050000,21,1.0995665442570797,-0.013098890621635828,-44.508991519751426,normal
2025-12-01 12:00:01.100000,22,1.1278222706739234,0.068824275813824,-42.982916788518544,normal
2025-12-01 12:00:01.150000,23,0.9531029080562513,0.07856100566817403,-41.224497303231104,normal
2025-12-01 12:00:01.200000,24,1.1487963076329608,0.0890245334214983,-44.27528053984893,normal
2025-12-01 12:00:01.250000,25,1.161554204094304,-0.004091878842276131,-47.4642967762922,normal
2025-12-01 12:00:01.300000,26,0.9961649979822378,-0.07005785719531854,-50.29601994856727,normal
2025-12-01 12:00:01.350000,27,0.8836641997656314,0.005006075237175001,-45.47600575571908,normal
2025-12-01 12:00:01.400000,28,0.9788887687261741,-0.10714411749575214,-43.23568692433126,normal
2025-12-01 12:00:01.450000,29,0.7851737118125175,0.21911900510345506,-44.305976993295836,normal
2025-12-01 12:00:01.500000,0,0.7898916980523253,-0.06380996581802867,-39.62619514660498,normal
2025-12-01 12:00:01.550000,1,1.1074981169238427,-0.13831068675212332,-46.017416589462144,normal
2025-12-01 12:00:01.600000,2,0.7531946094805586,0.04187958520612245,-46.85796867194343,normal
2025-12-01 12:00:01.650000,3,0.733655297899575,-0.11753895707474138,-41.37055876874399,normal
2025-12-01 12:00:01.700000,4,1.064235882685629,-0.1345509051016882,-46.362531607823236,normal
2025-12-01 12:00:01.750000,5,1.0122085884146967,0.10213926410513752,-48.51252249513627,normal
2025-12-01 12:00:01.800000,6,0.7209224688110978,0.04391783503554736,-39.70353811832493,normal
2025-12-01 12:00:01.850000,7,1.1228325744762568,0.014535549823862848,-45.431657005657605,normal
2025-12-01 12:00:01.900000,8,1.0000064164000684,-0.016185016516459427,-43.835414317338056,normal
2025-12-01 12:00:01.950000,9,1.1703255774376786,-0.05710915758755597,-45.28753108295238,normal
2025-12-01 12:00:02,10,0.9592678646355248,-0.05381292797644477,-44.970794045992626,normal
2025-12-01 12:00:02.050000,11,1.052534712985063,0.004348627914034342,-44.117466181810826,normal
2025-12-01 12:00:02.100000,12,0.7726236777211279,-0.0035750964394405393,-44.799171869018075,normal
2025-12-01 12:00:02.150000,13,0.933284692968025,-0.01883037992700265,-46.981893673569175,normal
2025-12-01 12:00:02.200000,14,1.1623658920698814,-0.012218389929644857,-46.55902869891479,normal
2025-12-01 12:00:02.250000,15,0.8669074535903849,-0.1653006873879339,-46.06803585736242,normal
2025-12-01 12:00:02.300000,16,1.122601174557021,0.16297743861669733,-45.927790288212115,normal
2025-12-01 12:00:02.350000,17,1.0705948714628473,0.0650197197561484,-43.93905300426786,normal
2025-12-01 12:00:02.400000,18,0.8734989785131649,-0.031060493831626346,-49.69893135892781,normal
2025-12-01 12:00:02.450000,19,1.2749801039559145,0.08896507514006968,-46.717272355629035,normal
2025-12-01 12:00:02.500000,20,1.0904146547958442,-0.08700469708935321,-42.81354981815098,normal
2025-12-01 12:00:02.550000,21,1.103386977447931,-0.09449431156622667,-45.30179688284191,normal
2025-12-01 12:00:02.600000,22,1.1232264206721065,0.01881347917552345,-41.35819572671188,normal
2025-12-01 12:00:02.650000,23,0.7112120952456635,-0.04312926896063152,-46.293982344402714,normal
2025-12-01 12:00:02.700000,24,1.0212466143282586,0.09928184520618188,-49.85045225155952,normal
2025-12-01 12:00:02.750000,25,1.123536824113876,0.027803902567545613,-44.46447181662683,normal
2025-12-01 12:00:02.800000,26,0.9960970788098801,0.14590173736966205,-44.11962114165561,normal
2025-12-01 12:00:02.850000,27,1.135948628723874,-0.07324250369882934,-42.71354220931961,normal
2025-12-01 12:00:02.900000,28,1.0186839885237506,-0.1753486447951076,-45.91115830002293,normal
2025-12-01 12:00:02.950000,29,1.0577897409951669,0.14165481662810198,-46.80475626356399,normal
2025-12-01 12:00:03,0,1.0678548101158991,0.05056747317698962,-42.81120934050477,normal
2025-12-01 12:00:03.050000,1,1.0357569538693203,0.015569196367427374,-41.06405011745527,normal
2025-12-01 12:00:03.100000,2,0.9233844292405763,0.016646919865407117,-42.41032246849982,normal
2025-12-01 12:00:03.150000,3,1.1798909009886895,0.3263779128002744,-45.39836033698129,normal
2025-12-01 12:00:03.200000,4,1.0320565844134724,-0.007600267872687194,-41.699808873248486,normal
2025-12-01 12:00:03.250000,5,1.0104993526360146,0.0763653031522189,-46.21359033599617,normal
2025-12-01 12:00:03.300000,6,1.0104036837704822,-0.043282369144504784,-46.54508521773053,normal
2025-12-01 12:00:03.350000,7,0.9260637239394351,0.1127056882559958,-42.84607252406329,normal
